Mod:Item:MetaData, Localized Name
props:props:573, Toy Box Boy
props:props:574, Toy Box Girl
props:props:575, MCW Ring
props:props:576, Bedside Table Dark
props:props:577, Bedside Table Beach
props:props:578, Bedside Table White
props:props:579, Bedside Table Black
props:props:580, Piggy Bank
props:props:581, Dollhouse 1
props:props:582, Dollhouse 2
props:props:583, BasketBall Basket
props:props:584, BasketBall
props:props:585, Fish Bowl
props:props:586, Kitchen Faucet 2
props:props:587, Kitchen Faucet 3
props:props:588, Trough Hitching Post
props:props:589, Broom Cabinet
props:props:590, Kitchen Shelf
props:props:591, Bottom Cabinet Center
props:props:592, Bottom Cabinet Corner Left
props:props:593, Bottom Cabinet Corner Right
props:props:594, Knife Block
props:props:595, Tea Hooks
props:props:596, Knife Strip
props:props:597, Hood Wall
props:props:598, Hood Island
props:props:599, Built in Microwave
props:props:600, Stove
props:props:601, Food Processor
props:props:602, Oven Wall
props:props:603, Oven Floor
props:props:604, Utensil Hooks
props:props:605, Cutting Board
props:props:606, Wall Cabinet Full
props:props:607, Wall Cabinet Full Dark
props:props:608, Bottom Cabinet Dark
props:props:609, Bottom Cabinet 2 Dark
props:props:610, Bottom Cabinet 3 Dark
props:props:611, Kitchen Sink Dark
props:props:612, Bottom Cabinet Center Dark
props:props:613, Wine Rack Dark
props:props:614, Oven Floor Dark
props:props:615, Oven Wall Dark
props:props:617, Kitchen Shelf Dark
props:props:618, Built in Microwave Dark
props:props:619, Hood Wall Dark
props:props:620, Bottom Cabinet Corner Right Dark
props:props:621, Bottom Cabinet Corner Left Dark
props:props:622, Broom Cabinet
props:props:623, Top Cabinet Glass Dark
props:props:624, Top Cabinet Dark
props:props:625, Water pump
props:props:626, Fridge Large
props:props:627, Fridge Small
props:props:628, Dish Rack
props:props:629, Dish Rack Dark
props:props:630, Patron Doll Davexx100
props:props:631, Fireplace
props:props:632, Punching Bag
props:props:633, Toy Rocket
props:props:634, Speed Bag
props:props:635, ProfMobius And Razz Dolls
props:props:636, Alarm Clock
props:props:637, Treasure Map
props:props:638, ToothBrush Case
props:props:639, Mailbox
props:props:640, Plunger
props:props:641, Round Wall Clock
props:props:642, Candy Bowl
props:props:643, Bathroom Sign Female
props:props:644, Bathroom Sign Male
props:props:645, Giant Spider Web
props:props:646, Patron Doll Trustlines
props:props:647, Patron Doll Iarinu Tatsu
props:props:648, Patron Doll TheJays
props:props:649, Patron Doll Skuli
props:props:650, Patron Doll convict999
props:props:651, Altar De Muertos
props:props:652, Tiki Torch
props:props:653, Guillotine
props:props:654, Dynamite Sticks
props:props:655, Skull Candle
props:props:656, Birthday Cake
props:props:657, Birthday Cake 2
props:props:658, Witch Cauldron
props:props:659, Bathroom Sign
props:props:660, Candy Corn Bowl
props:props:661, IV Stand
props:props:662, Radiator
props:props:663, Staircase Light
props:props:664, Staircase Dark
props:props:665, Staircase Stone
props:props:666, Staircase Quartz
props:props:667, Staircase Light Landing
props:props:668, Staircase Dark Landing
props:props:669, Staircase Stone Landing
props:props:670, Staircase Quartz Landing
props:props:671, Staircase Light End Rail
props:props:672, Staircase Dark End Rail
props:props:673, Staircase Stone End Rail
props:props:674, Staircase Quartz End Rail
props:props:675, Stethoscope
props:props:676, Wheelchair
props:props:677, Gas Cylinder
props:props:678, Gas Cylinder 2
props:props:679, Syringe 1
props:props:680, Syringe 2
props:props:681, Hospital Bed
props:props:682, Heart Monitor
props:props:683, XRay1
props:props:684, XRay2
props:props:685, XRay3
props:props:686, Hospital Curtain
props:props:687, Pills
props:props:688, Neon Lamp
props:props:689, Defibrilator
props:props:690, Rolling Tray
props:props:691, Tool Tray Table
props:props:692, Surgical Tools
props:props:693, Art Supplies
props:props:694, Crown With Pillow
props:props:695, Diving Board
props:props:696, Mixer
props:props:697, Bone
props:props:698, Window Barricade
props:props:699, Patron Doll meepmeep
props:props:700, Advent Wreath
props:props:701, Arm Chair White
props:props:702, Arm Chair Brown
props:props:703, Arm Chair Orange
props:props:704, Arm Chair Purple
props:props:705, Arm Chair Blue
props:props:706, Arm Chair Lime
props:props:707, Arm Chair Green
props:props:708, Arm Chair Fuchsia
props:props:709, Arm Chair Light Blue
props:props:710, Arm Chair Razzle
props:props:711, Arm Chair Red
props:props:712, Arm Chair Pink
props:props:713, Arm Chair Black
props:props:714, Arm Chair Yellow
props:props:715, Arm Chair Coral
props:props:716, Arm Chair Cyan
props:props:717, Couch Left
props:props:718, Couch Left Brown
props:props:719, Couch Left Orange
props:props:720, Couch Left Purple
props:props:721, Couch Left Blue
props:props:722, Couch Left Lime
props:props:723, Couch Left Green
props:props:724, Couch Left Fuchsia
props:props:725, Couch Left Light Blue
props:props:726, Couch Left Razzle
props:props:727, Couch Left Red
props:props:728, Couch Left Pink
props:props:729, Couch Left Black
props:props:730, Couch Left Yellow
props:props:731, Couch Left Coral
props:props:732, Couch Left Cyan
props:props:733, Couch Center
props:props:734, Couch Center Brown
props:props:735, Couch Center Orange
props:props:736, Couch Center Purple
props:props:737, Couch Center Blue
props:props:738, Couch Center Lime
props:props:739, Couch Center Green
props:props:740, Couch Center Fuchsia
props:props:741, Couch Center Light Blue
props:props:742, Couch Center Razzle
props:props:743, Couch Center Red
props:props:744, Couch Center Pink
props:props:745, Couch Center Black
props:props:746, Couch Center Yellow
props:props:747, Couch Center Coral
props:props:748, Couch Center Cyan
props:props:749, Couch Right
props:props:750, Couch Right Brown
props:props:751, Couch Right Orange
props:props:752, Couch Right Purple
props:props:753, Couch Right Blue
props:props:754, Couch Right Lime
props:props:755, Couch Right Green
props:props:756, Couch Right Fuchsia
props:props:757, Couch Right Light Blue
props:props:758, Couch Right Razzle
props:props:759, Couch Right Red
props:props:760, Couch Right Pink
props:props:761, Couch Right Black
props:props:762, Couch Right Yellow
props:props:763, Couch Right Coral
props:props:764, Couch Right Cyan
props:props:765, Couch Corner
props:props:766, Couch Corner Brown
props:props:767, Couch Corner Orange
props:props:768, Couch Corner Purple
props:props:769, Couch Corner Blue
props:props:770, Couch Corner Lime
props:props:771, Couch Corner Green
props:props:772, Couch Corner Fuchsia
props:props:773, Couch Corner Light Blue
props:props:774, Couch Corner Razzle
props:props:775, Couch Corner Red
props:props:776, Couch Corner Pink
props:props:777, Couch Corner Black
props:props:778, Couch Corner Yellow
props:props:779, Couch Corner Coral
props:props:780, Couch Corner Cyan
props:props:781, PC
props:props:782, PC Brown
props:props:783, PC Orange
props:props:784, PC Purple
props:props:785, PC Blue
props:props:786, PC Lime
props:props:787, PC Green
props:props:788, PC Fuchsia
props:props:789, PC Light Blue
props:props:790, PC Razzle
props:props:791, PC Red
props:props:792, PC Pink
props:props:793, PC Black
props:props:794, PC Yellow
props:props:795, PC Coral
props:props:796, PC Cyan
props:props:797, Screen/Keyboard
props:props:798, ScreenRight
props:props:799, ScreenLeft
props:props:800, Microwave
props:props:801, Patron Doll FoxingtonFox
props:props:802, Patron Doll MikanPachi
props:props:803, Patron Doll Viesis
props:props:804, Patron Doll Hazzar
props:props:805, Minetendo Wii
props:props:806, Sword Stand
props:props:808, WoodenSpikes
props:props:809, Crate Red Apple
props:props:810, Crate Golden Apple
props:props:811, Crate Green Apples
props:props:812, Crate Carrots
props:props:813, Crate Potatoes
props:props:814, Crate Oranges
props:props:815, Crate Bananas
props:props:816, Crate Pears
props:props:817, Crate Beetroot
props:props:818, Crate Tomatoes
props:props:819, Crate Onions
props:props:820, Crate Lettuce
props:props:821, Crate Corn
props:props:822, Patron Doll donald108
props:props:823, Patron Doll Beroos Wain
props:props:824, Spanish Beast
props:props:825, Patron Doll Rojo
props:props:826, Salmon Crate
props:props:827, Mackerel Crate
props:props:828, Lobster Crate
props:props:829, Mussel Crate
props:props:830, Shrimp Crate
props:props:831, Sack Barley
props:props:832, Sack Rice
props:props:833, Sack Curry
props:props:834, Sack Ginger
props:props:835, Sack Saffron
props:props:836, Sack Razzle Spice
props:props:837, Sack Indigo Powder
props:props:838, Sack Flour
props:props:839, Sack Pepper
props:props:840, Sack Salt
props:props:841, Sack Tornado Spice
props:props:842, Sack Green Tea
props:props:843, Sack Taelnia Spice
props:props:844, Chain Link Fence
props:props:845, Cash Register
props:props:846, Garden Swing Left
props:props:847, Garden Swing Left Brown
props:props:848, Garden Swing Left Orange
props:props:849, Garden Swing Left Purple
props:props:850, Garden Swing Left Blue
props:props:851, Garden Swing Left Lime
props:props:852, Garden Swing Left Green
props:props:853, Garden Swing Left Fuchsia
props:props:854, Garden Swing Left Light Blue
props:props:855, Garden Swing Left Razzle
props:props:856, Garden Swing Left Red
props:props:857, Garden Swing Left Pink
props:props:858, Garden Swing Left Black
props:props:859, Garden Swing Left Yellow
props:props:860, Garden Swing Left Coral
props:props:861, Garden Swing Left Cyan
props:props:862, Garden Swing Middle Left
props:props:863, Garden Swing Middle Right
props:props:864, Garden Swing Right
props:props:865, Garden Swing Right Brown
props:props:866, Garden Swing Right Orange
props:props:867, Garden Swing Right Purple
props:props:868, Garden Swing Right Blue
props:props:869, Garden Swing Right Lime
props:props:870, Garden Swing Right Green
props:props:871, Garden Swing Right Fuchsia
props:props:873, Garden Swing Right Razzle
props:props:874, Garden Swing Right Red
props:props:875, Garden Swing Right Pink
props:props:876, Garden Swing Right Black
props:props:877, Garden Swing Right Yellow
props:props:878, Garden Swing Right Coral
props:props:879, Garden Swing Right Cyan
props:props:880, Mexican Table
props:props:881, Mexican Table Fuchisa
props:props:882, Mexican Table Orange
props:props:883, Mexican Table Green
props:props:884, Mexican Table Red
props:props:885, Mexican Table Cyan
props:props:886, Mexican Table Pink
props:props:887, Mexican Table Blue
props:props:888, Mexican Table Purple
props:props:889, Mexican Table Large
props:props:890, Mexican Table Large Fuchisa
props:props:891, Mexican Table Large Orange
props:props:892, Mexican Table Large Green
props:props:893, Mexican Table Large Red
props:props:894, Mexican Table Large Cyan
props:props:895, Mexican Table Large Pink
props:props:896, Mexican Table Large Blue
props:props:897, Mexican Table Large Purple
props:props:898, Mexican Chair
props:props:899, Mexican Chair Fuchisa
props:props:900, Mexican Chair Orange
props:props:901, Mexican Chair Green
props:props:902, Mexican Chair Red
props:props:903, Mexican Chair Cyan
props:props:904, Mexican Chair Pink
props:props:905, Mexican Chair Blue
props:props:906, Mexican Chair Purple
props:props:907, Mexican Cupboard
props:props:908, Mexican Cupboard Fuchisa
props:props:909, Mexican Cupboard Orange
props:props:910, Mexican Cupboard Green
props:props:911, Mexican Cupboard Red
props:props:912, Mexican Cupboard Cyan
props:props:913, Mexican Cupboard Pink
props:props:914, Mexican Cupboard Blue
props:props:915, Mexican Cupboard Purple
props:props:916, Mexican Shelf
props:props:917, Mexican Shelf Fuchisa
props:props:918, Mexican Shelf Orange
props:props:919, Mexican Shelf Green
props:props:920, Mexican Shelf Red
props:props:921, Mexican Shelf Cyan
props:props:922, Mexican Shelf Pink
props:props:923, Mexican Shelf Blue
props:props:924, Mexican Shelf Purple
props:props:925, Hanging Peppers
props:props:926, Star Pinata
props:props:927, Joker Star Pinata
props:props:928, Hay Bed
props:props:929, Beer Tap
props:props:930, Dance Dance Floor
props:props:931, Patron Doll Misty Striker
props:props:932, Patron Doll The Great Orator
props:props:933, Patron Doll tuglowz
props:props:934, Patron Doll Strange_Penguin
props:props:935, Curtains
props:props:936, Curtains Brown
props:props:937, Curtains Orange
props:props:938, Curtains Purple
props:props:939, Curtains Blue
props:props:940, Curtains Lime
props:props:941, Curtains Green
props:props:942, Curtains Fuchsia
props:props:943, Curtains Light Blue
props:props:944, Curtains Razzle
props:props:945, Curtains Red
props:props:946, Curtains Pink
props:props:947, Curtains Black
props:props:948, Curtains Yellow
props:props:949, Curtains Coral
props:props:950, Curtains Cyan
props:props:951, Beach Chair
props:props:952, Beach Chair Brown
props:props:953, Beach Chair Orange
props:props:954, Beach Chair Purple
props:props:955, Beach Chair Blue
props:props:956, Beach Chair Lime
props:props:957, Beach Chair Green
props:props:958, Beach Chair Fuchsia
props:props:959, Beach Chair Light Blue
props:props:960, Beach Chair Razzle
props:props:961, Beach Chair Red
props:props:962, Beach Chair Pink
props:props:963, Beach Chair Black
props:props:964, Beach Chair Yellow
props:props:965, Beach Chair Coral
props:props:966, Beach Chair Cyan
props:props:967, Beach Umbrella
props:props:968, Beach Umbrella Brown
props:props:969, Beach Umbrella Orange
props:props:970, Beach Umbrella Purple
props:props:971, Beach Umbrella Blue
props:props:972, Beach Umbrella Lime
props:props:973, Beach Umbrella Green
props:props:974, Beach Umbrella Fuchsia
props:props:975, Beach Umbrella Light Blue
props:props:976, Beach Umbrella Razzle
props:props:977, Beach Umbrella Red
props:props:978, Beach Umbrella Pink
props:props:979, Beach Umbrella Black
props:props:980, Beach Umbrella Yellow
props:props:981, Beach Umbrella Coral
props:props:982, Beach Umbrella Cyan
props:props:983, Cooler
props:props:984, Cactus Chair
props:props:985, Lamp Post 1
props:props:986, Lamp Post 2
props:props:987, Hillhouse Chair Brown
props:props:988, Hillhouse Chair Orange
props:props:989, Hillhouse Chair Purple
props:props:990, Hillhouse Chair Blue
props:props:991, Hillhouse Chair Lime
props:props:992, Hillhouse Chair Green
props:props:993, Hillhouse Chair Fuchsia
props:props:994, Hillhouse Chair Light Blue
props:props:995, Hillhouse Chair Razzle
props:props:996, Hillhouse Chair Red
props:props:997, Hillhouse Chair Pink
props:props:998, Hillhouse Chair Black
props:props:999, Hillhouse Chair Yellow
props:props:1000, Hillhouse Chair Coral
props:props:1001, Hillhouse Chair Cyan
props:props:1002, Ant Chair Brown
props:props:1003, Ant Chair Orange
props:props:1004, Ant Chair Purple
props:props:1005, Ant Chair Blue
props:props:1006, Ant Chair Lime
props:props:1007, Ant Chair Green
props:props:1008, Ant Chair Fuchsia
props:props:1009, Ant Chair Light Blue
props:props:1010, Ant Chair Razzle
props:props:1011, Ant Chair Red
props:props:1012, Ant Chair Pink
props:props:1013, Ant Chair Black
props:props:1014, Ant Chair Yellow
props:props:1015, Ant Chair Coral
props:props:1016, Ant Chair Cyan
props:props:1017, Wassily Chair Brown
props:props:1018, Wassily Chair Orange
props:props:1019, Wassily Chair Purple
props:props:1020, Wassily Chair Blue
props:props:1021, Wassily Chair Lime
props:props:1022, Wassily Chair Green
props:props:1023, Wassily Chair Fuchsia
props:props:1024, Wassily Chair Light Blue
props:props:1025, Wassily Chair Razzle
props:props:1026, Wassily Chair Red
props:props:1027, Wassily Chair Pink
props:props:1028, Wassily Chair Black
props:props:1029, Wassily Chair Yellow
props:props:1030, Wassily Chair Coral
props:props:1031, Wassily Chair Cyan
props:props:1032, Clawfoot Tub
